TransactionID,TransactionDate,Amount,MerchantID,TransactionType,Location,IsFraud
209,05-11-2023,1641.32,826,purchase,San Jose,1
210,07-11-2023,407.51,116,refund,Chicago,0
211,01-03-2024,2960.27,965,purchase,San Jose,0
212,06-11-2023,3128.51,719,refund,Dallas,0
213,06-01-2024,1463.83,627,refund,Los Angeles,0
214,24-04-2024,2587.29,43,refund,Houston,0
215,15-04-2024,165.69,573,refund,Chicago,0
216,26-08-2024,1408.59,151,refund,San Jose,0
217,18-02-2024,4398.94,919,refund,Chicago,0
218,20-03-2024,3365.82,452,purchase,San Diego,0
219,03-07-2024,547.72,411,purchase,Philadelphia,0
220,24-11-2023,3403.92,205,purchase,San Diego,0
221,25-01-2024,4160.09,990,purchase,Houston,0
222,04-05-2024,3146.9,303,purchase,Los Angeles,0
223,25-05-2024,4778.31,780,refund,Chicago,0
224,18-02-2024,2890.29,256,refund,Chicago,0
225,15-03-2024,4230.17,797,purchase,San Antonio,0
226,18-06-2024,3387.78,220,refund,San Jose,0
227,09-12-2023,2837.46,289,refund,San Antonio,0
228,13-07-2024,1956.96,443,purchase,Phoenix,0
229,15-11-2023,2798.04,388,refund,San Jose,0
230,30-03-2024,1774.01,576,purchase,Phoenix,0
231,15-01-2024,1232.42,279,refund,New York,0
232,08-05-2024,473.7,445,refund,San Jose,0
233,17-10-2024,1265.07,148,purchase,Dallas,0
234,31-07-2024,3726.83,169,refund,Houston,0
235,02-05-2024,1650.29,515,refund,San Diego,0
236,06-10-2024,4125.33,4,refund,San Antonio,0
237,04-04-2024,3506.49,488,purchase,New York,0
238,10-07-2024,604.3,233,refund,Philadelphia,0
239,27-12-2023,984.71,496,purchase,Dallas,0
240,15-10-2024,4541.36,744,purchase,Phoenix,0
241,16-09-2024,4127.8,298,refund,San Jose,0
242,09-08-2024,1074.36,53,purchase,Phoenix,0
243,08-08-2024,3305.73,59,purchase,Philadelphia,0
244,19-11-2023,2790.95,193,purchase,San Diego,0
245,19-07-2024,3145.56,947,purchase,New York,0
246,20-11-2023,4116.82,337,refund,Philadelphia,0
247,05-02-2024,670.64,248,purchase,Los Angeles,0
248,25-01-2024,1417.05,966,purchase,Houston,0
249,22-12-2023,3699.99,827,refund,New York,0
250,06-10-2024,1805.95,980,refund,Los Angeles,0
251,24-08-2024,2003.64,949,refund,San Diego,0
252,03-01-2024,338.18,973,purchase,San Jose,0
253,04-10-2024,3069.16,919,refund,New York,0
254,28-07-2024,1809.94,101,refund,San Jose,0
255,19-12-2023,3660.29,623,purchase,Philadelphia,0
256,10-11-2023,4228.23,590,purchase,San Jose,0
257,19-05-2024,996.58,113,purchase,Los Angeles,0
258,28-07-2024,979.4,598,purchase,Chicago,0
259,12-06-2024,4310.64,106,refund,Chicago,0
260,28-06-2024,1841.08,933,refund,Houston,0
261,18-07-2024,965.29,67,refund,San Jose,0
262,14-06-2024,2347.86,691,purchase,Chicago,0
263,05-12-2023,1289.36,1,refund,New York,0
264,20-02-2024,1176.73,662,refund,Chicago,0
265,29-04-2024,3503.11,855,refund,Chicago,0
266,04-11-2023,1730.85,750,refund,San Jose,0
267,23-07-2024,4429.98,47,refund,Phoenix,0
268,26-06-2024,565.41,618,refund,Dallas,0
269,09-09-2024,704.9,371,refund,Dallas,0
270,18-12-2023,1544.68,695,purchase,Los Angeles,0
271,04-02-2024,732.16,207,refund,San Diego,0
272,08-12-2023,3015.08,280,purchase,Chicago,0
273,18-09-2024,1307.15,136,refund,San Antonio,0
274,02-06-2024,1834.32,63,purchase,Dallas,0
275,28-05-2024,2454.34,197,refund,San Jose,0
276,15-06-2024,1392.09,780,purchase,New York,0
277,01-08-2024,4815.35,848,purchase,Houston,0
278,08-01-2024,3513.45,519,purchase,New York,0
279,12-06-2024,724.56,736,refund,New York,0
280,05-02-2024,1820.34,864,refund,San Jose,0
281,07-09-2024,964.78,76,purchase,San Diego,0
282,11-04-2024,4186.42,731,refund,New York,0
283,22-03-2024,4305.23,645,refund,Houston,0
284,04-08-2024,3397.65,972,refund,San Jose,0
285,06-11-2023,4603.97,843,purchase,Chicago,0
286,04-01-2024,2125.83,785,purchase,San Jose,0
287,19-08-2024,1741.04,914,refund,San Antonio,0
288,17-03-2024,2902.39,870,purchase,Dallas,0
289,01-09-2024,4259.96,874,refund,Dallas,0
290,27-11-2023,2887.65,67,refund,Chicago,0
291,14-04-2024,740.58,671,purchase,Los Angeles,0
292,08-05-2024,2121.28,480,refund,San Antonio,0
293,24-11-2023,3524.33,302,refund,San Antonio,0
294,27-06-2024,3857.24,529,purchase,Los Angeles,0
295,07-09-2024,716.93,849,purchase,Phoenix,0
296,14-08-2024,1693.43,804,purchase,San Jose,0
297,21-09-2024,4862.44,466,purchase,Chicago,0
298,05-05-2024,2783.65,497,purchase,San Diego,0
299,10-03-2024,2785.32,882,refund,Los Angeles,0
300,06-09-2024,4678.38,98,purchase,San Diego,0
301,10-04-2024,3879.7,887,purchase,San Diego,0
302,04-01-2024,746.71,332,refund,Chicago,0
303,01-09-2024,520.72,156,refund,Dallas,0
304,08-03-2024,3513.39,542,purchase,San Antonio,0
305,11-05-2024,4734.11,57,purchase,Phoenix,0
306,16-02-2024,3303.14,925,purchase,Los Angeles,0
307,01-11-2023,4979.6,540,purchase,New York,0
308,11-08-2024,2505.91,115,purchase,Los Angeles,0
309,07-08-2024,4930.26,8,refund,San Antonio,0
310,14-10-2024,2793.96,768,purchase,Houston,0
311,03-07-2024,4912.62,886,purchase,San Jose,0
312,28-12-2023,729.64,278,refund,Dallas,0
313,02-09-2024,2130.43,213,refund,Los Angeles,0
314,09-07-2024,2094.02,704,refund,San Diego,0
315,07-04-2024,928.58,338,purchase,Chicago,0
316,20-09-2024,1594.15,756,purchase,New York,0
317,03-05-2024,3002.5,108,purchase,Philadelphia,0
318,07-04-2024,3744.54,130,refund,San Diego,0
319,10-08-2024,1491.33,45,refund,San Diego,0
320,16-06-2024,281.18,237,purchase,Philadelphia,1
321,07-05-2024,2955.28,340,refund,Dallas,0
322,03-05-2024,82,527,purchase,Houston,0
323,23-10-2023,3886.43,870,purchase,Chicago,0
324,20-06-2024,2513.33,693,purchase,Houston,0
325,04-08-2024,4517.78,744,purchase,Los Angeles,0
326,21-11-2023,3621.27,449,refund,San Diego,0
327,18-06-2024,4422.71,574,purchase,San Antonio,0
328,21-05-2024,581.79,985,purchase,Chicago,0
329,17-07-2024,899.87,201,refund,Los Angeles,0
330,16-10-2024,3237.7,277,refund,Houston,0
331,12-04-2024,1569.25,73,purchase,San Jose,0
332,14-08-2024,282.62,850,purchase,Dallas,0
333,08-01-2024,1487.26,671,refund,San Antonio,0
334,28-12-2023,2537.67,347,purchase,Los Angeles,0
335,22-09-2024,3890.85,799,refund,Houston,0
336,26-10-2023,2932.28,443,purchase,Chicago,0
337,08-03-2024,1243.23,288,purchase,San Diego,0
338,08-07-2024,117.1,597,purchase,New York,0
339,03-04-2024,3957.22,439,refund,Phoenix,0
340,21-06-2024,1511.63,636,refund,New York,0
341,25-02-2024,574.35,75,purchase,Chicago,0
342,23-01-2024,2269.92,347,purchase,Philadelphia,0
343,17-10-2024,1751.23,243,purchase,Dallas,0
344,18-08-2024,770.07,791,purchase,New York,0
345,18-05-2024,3986.28,64,purchase,New York,0
346,16-07-2024,126.1,487,refund,Philadelphia,0
347,09-09-2024,1688.19,755,refund,Dallas,0
348,11-08-2024,2775.13,904,purchase,Philadelphia,0
349,14-09-2024,4610.03,353,purchase,San Jose,0
350,30-07-2024,4277.16,789,purchase,San Diego,0
351,18-09-2024,3584.64,96,refund,New York,0
352,02-10-2024,3588.5,282,refund,San Jose,0
353,22-10-2023,2370.24,527,refund,New York,0
354,13-08-2024,2740.4,107,refund,Los Angeles,0
355,20-04-2024,2107.38,398,refund,San Jose,0
356,13-07-2024,4655.62,598,refund,Philadelphia,0
357,10-11-2023,1409.44,881,purchase,San Jose,0
358,23-06-2024,2195.59,413,purchase,Chicago,0
359,30-07-2024,3103.56,294,refund,Chicago,0
360,24-12-2023,2755.44,230,refund,Houston,0
361,12-04-2024,1194.12,601,refund,San Diego,0
362,09-11-2023,824.41,590,purchase,Philadelphia,0
363,10-08-2024,2287.14,734,purchase,Dallas,0
364,29-08-2024,774.53,989,purchase,Los Angeles,0
365,18-09-2024,2330.25,247,refund,Dallas,0
366,10-03-2024,3747.26,767,purchase,San Diego,0
367,19-04-2024,4233.04,686,refund,Phoenix,0
368,26-12-2023,3457.83,899,purchase,San Diego,0
369,10-10-2024,1726.8,118,refund,New York,0
370,06-05-2024,3126.8,906,refund,Philadelphia,0
371,29-10-2023,3047.66,789,purchase,New York,1
372,10-01-2024,3449.36,405,purchase,Chicago,0
373,25-07-2024,833.04,488,purchase,Philadelphia,0
374,01-12-2023,248.65,973,refund,Chicago,0
375,15-05-2024,1638.6,713,refund,San Jose,0
376,15-07-2024,327.46,924,purchase,San Diego,0
377,21-05-2024,97.25,842,refund,Dallas,0
378,26-05-2024,1443.1,241,purchase,Philadelphia,0
379,15-07-2024,4640.59,854,purchase,Houston,0
380,15-09-2024,2469.63,787,refund,Los Angeles,0
381,01-02-2024,572.08,80,purchase,San Jose,0
382,17-08-2024,1845.36,584,purchase,Houston,0
383,03-09-2024,1509.3,130,purchase,Phoenix,0
384,24-12-2023,1650.3,446,refund,Los Angeles,0
385,24-10-2023,999.14,436,refund,Los Angeles,0
386,20-07-2024,4157.23,236,refund,Phoenix,0
387,26-10-2023,2352.91,93,refund,Los Angeles,0
388,31-08-2024,3568.87,311,refund,Dallas,0
389,21-09-2024,3390.19,921,refund,Los Angeles,0
390,04-09-2024,4729.42,655,refund,Chicago,0
391,18-07-2024,2152.93,648,refund,New York,0
392,07-05-2024,3596.87,838,purchase,Los Angeles,0
393,09-09-2024,3289.01,14,purchase,Chicago,0
394,29-02-2024,2016.55,964,purchase,Chicago,0
395,08-11-2023,4063.63,963,purchase,Dallas,0
396,16-11-2023,2055.05,726,purchase,New York,0
397,20-05-2024,694.88,575,refund,New York,0
398,17-03-2024,1585.62,799,purchase,New York,0
399,16-11-2023,4561.25,271,refund,San Antonio,0
400,23-05-2024,4224.27,104,refund,Phoenix,0
401,27-08-2024,2988.96,239,refund,San Diego,0
402,30-12-2023,814.35,312,refund,Philadelphia,0
403,26-08-2024,3129.08,489,purchase,San Diego,0
404,08-07-2024,1267.8,8,refund,Houston,0
405,04-09-2024,3799.67,41,purchase,San Diego,0
406,01-03-2024,3433.05,848,purchase,Philadelphia,0
407,10-06-2024,2729.2,803,purchase,San Diego,0
408,12-12-2023,4686.29,681,purchase,New York,0
409,01-11-2023,1901.04,431,purchase,Phoenix,0
410,18-02-2024,164.15,740,purchase,San Antonio,0
411,21-10-2023,1707,985,refund,Phoenix,0
412,30-01-2024,558.72,460,purchase,Houston,0
413,13-04-2024,3415.01,572,purchase,New York,0
414,25-08-2024,3267.07,275,refund,New York,0
415,11-05-2024,4056.75,45,purchase,San Jose,0
416,08-11-2023,4707.69,595,purchase,Phoenix,0
417,06-04-2024,2092.28,769,refund,Houston,0
418,14-12-2023,205.48,983,purchase,Chicago,0
419,28-04-2024,1586.16,29,purchase,San Jose,0
420,15-11-2023,2168.32,136,purchase,Dallas,0
421,19-05-2024,1717.95,889,refund,Los Angeles,0
422,10-09-2024,4709.06,675,purchase,Philadelphia,0
423,12-12-2023,1458.12,106,refund,Houston,0
424,22-12-2023,4707.74,115,purchase,Chicago,0
425,07-03-2024,4151.98,381,refund,Houston,0
426,06-09-2024,1845.18,414,refund,San Antonio,0
427,04-07-2024,2121.47,964,purchase,Dallas,0
428,30-09-2024,1561.2,654,purchase,New York,0
429,31-10-2023,1343.61,765,refund,New York,0
430,15-10-2024,1235.24,275,refund,San Diego,0
431,27-07-2024,3435.02,724,refund,Philadelphia,0
432,07-09-2024,3769.64,639,purchase,Philadelphia,0
433,10-09-2024,2038.53,399,refund,San Diego,0
434,22-09-2024,3046.83,433,refund,San Jose,0
435,11-05-2024,1148.82,761,purchase,San Jose,0
436,03-12-2023,1414.07,435,refund,Dallas,0
437,10-11-2023,2122.77,224,purchase,Los Angeles,0
438,22-05-2024,413.62,550,purchase,Houston,0
439,13-06-2024,4559.95,402,purchase,New York,0
440,03-11-2023,184.8,948,purchase,Phoenix,0
441,27-05-2024,533.65,821,refund,San Diego,0
442,14-04-2024,1953.36,83,purchase,San Diego,0
443,24-07-2024,4399.45,275,purchase,San Antonio,0
444,12-11-2023,3466.73,494,refund,Philadelphia,0
445,31-08-2024,1564.1,120,refund,Los Angeles,0
446,27-10-2023,4072.13,146,purchase,Chicago,0
447,05-11-2023,1307.87,928,refund,Los Angeles,0
448,09-08-2024,1154.79,894,refund,Phoenix,0
449,27-01-2024,243.7,974,purchase,San Diego,0
450,25-12-2023,4522.96,730,purchase,Los Angeles,0
451,15-09-2024,2072.97,103,purchase,San Jose,0
452,18-02-2024,199.97,798,refund,Phoenix,0
453,14-06-2024,4231.9,204,purchase,Dallas,0
454,07-02-2024,1278.76,788,purchase,Chicago,0
455,18-02-2024,3267.74,286,refund,Dallas,0
456,06-03-2024,353.12,818,refund,Houston,0
457,16-01-2024,1008.91,13,purchase,San Antonio,0
458,03-11-2023,815.82,198,purchase,San Antonio,0
459,06-12-2023,3574.71,64,purchase,New York,0
460,23-03-2024,4448.41,884,purchase,Los Angeles,0
461,16-10-2024,3405.11,273,refund,Phoenix,0
462,01-09-2024,2051.67,694,refund,Philadelphia,0
463,26-01-2024,2333.98,46,refund,Phoenix,0
464,21-06-2024,3776.8,82,purchase,San Jose,0
465,07-08-2024,2824.48,269,purchase,San Antonio,0
466,27-05-2024,690.02,71,purchase,Phoenix,0
467,26-06-2024,1200.66,431,refund,San Diego,0
468,23-10-2023,4593.29,901,purchase,San Diego,0
469,02-11-2023,3349.47,122,refund,Houston,0
470,22-05-2024,3409.05,102,purchase,Houston,0
471,07-09-2024,146.4,967,purchase,Los Angeles,0
472,21-09-2024,1047.11,535,purchase,Phoenix,0
473,18-05-2024,1301.75,558,purchase,Philadelphia,0
474,26-09-2024,372.78,712,purchase,New York,0
475,27-01-2024,2906.03,84,refund,Dallas,0
476,23-01-2024,2679.58,361,purchase,Philadelphia,0
477,08-07-2024,671.69,605,refund,Philadelphia,0
478,12-09-2024,1117.05,327,refund,New York,0
479,06-10-2024,1348.04,686,purchase,Houston,0
480,24-05-2024,4210.14,786,purchase,Philadelphia,0
481,30-09-2024,4509.1,212,refund,San Diego,0
482,26-12-2023,1788.41,896,purchase,Houston,0
483,06-01-2024,3021.35,195,purchase,San Diego,0
484,21-03-2024,4874.36,303,refund,Chicago,0
485,21-01-2024,1062.55,489,refund,Los Angeles,0
486,16-01-2024,2229.09,368,refund,Phoenix,0
487,07-03-2024,4735.69,941,refund,Houston,0
488,20-09-2024,3635.9,912,refund,Philadelphia,0
489,01-07-2024,3957.34,154,purchase,New York,0
490,12-06-2024,1252.36,544,purchase,Houston,0
491,20-10-2024,2793.05,539,refund,Chicago,0
492,04-12-2023,566.44,504,refund,San Jose,0
493,15-11-2023,1742.14,395,refund,Dallas,0
494,18-07-2024,1904.81,693,purchase,San Antonio,0
495,15-09-2024,3357.13,511,purchase,New York,0
496,02-01-2024,2193.2,602,refund,Los Angeles,0
497,10-02-2024,214.46,229,purchase,Philadelphia,0
498,09-10-2024,2454.2,22,purchase,Chicago,0
499,27-02-2024,2926.09,713,refund,Phoenix,0
500,12-05-2024,4413.47,522,purchase,Phoenix,0
501,04-12-2023,2422.03,703,purchase,Philadelphia,0
502,19-05-2024,2475.66,829,refund,San Diego,0
503,05-03-2024,4362.22,245,purchase,San Diego,0
504,07-12-2023,2679.7,926,purchase,Dallas,0
505,24-07-2024,238.04,568,refund,Philadelphia,0
506,01-04-2024,4526.06,201,purchase,Los Angeles,0
507,05-06-2024,1407.65,358,purchase,Philadelphia,1
508,25-12-2023,1387.25,935,refund,New York,0
509,27-12-2023,4254.39,654,refund,Dallas,0
510,24-02-2024,327.65,848,refund,San Jose,0
511,18-04-2024,3755.69,532,purchase,New York,0
512,11-11-2023,2521.76,805,purchase,Philadelphia,0
513,06-02-2024,1316.72,947,purchase,Dallas,0
514,15-01-2024,2296.64,613,purchase,New York,0
515,27-03-2024,1505.15,894,refund,Dallas,0
516,14-06-2024,1297.03,273,refund,Chicago,0
517,13-10-2024,1588.73,161,purchase,San Diego,0
518,13-01-2024,1279.92,888,refund,San Antonio,0
519,26-02-2024,4527.2,361,purchase,Phoenix,0
520,16-10-2024,4564.53,13,refund,San Antonio,0
521,18-09-2024,4366.27,178,refund,New York,0
522,10-04-2024,2274.58,914,refund,San Diego,0
523,08-10-2024,2981.95,522,refund,Dallas,0
524,12-02-2024,3341.42,58,purchase,Dallas,0
525,14-10-2024,911.31,585,purchase,Philadelphia,0
